cart_position,cart_velocity,pend_angle,angular_velo
0.0,-0.545325517654419,0.13323673605918884,0.9046585559844971
0.0,0.17207275331020355,0.031660836189985275,-0.14928486943244934
0.0,-0.40979963541030884,0.18630993366241455,0.900897741317749
0.0,-0.2629595398902893,-0.019226739183068275,0.30033332109451294
0.0,0.0691998228430748,-0.23072116076946259,-0.5706962943077087
0.0,0.05337047576904297,-0.04470667988061905,-0.11741360276937485
0.0,0.038418300449848175,0.28239476680755615,0.6952861547470093
0.0,-0.01667019911110401,-0.03010736033320427,-0.012531042098999023
0.0,0.519061267375946,-0.1908353716135025,-0.9760351181030273
0.0,0.9115952849388123,-0.125081866979599,-1.2575798034667969
0.0,-0.04049612954258919,-0.004847539123147726,0.048149771988391876
0.0,-0.057769715785980225,0.14950069785118103,0.3979400396347046
0.0,0.06923235952854156,0.4069780707359314,1.0332084894180298
0.0,0.08737849444150925,0.02074192464351654,-0.046354178339242935
0.0,0.24161997437477112,-0.029923606663942337,-0.3734205365180969
0.0,0.23332570493221283,0.0014467835426330566,-0.28767460584640503
0.0,0.3391309082508087,-0.10688292235136032,-0.5839759707450867
0.0,-0.5429071187973022,-0.18976770341396332,-0.025538459420204163
0.0,-0.09739626199007034,0.17689789831638336,0.4882809519767761
0.0,-0.38754692673683167,0.1355951726436615,0.6647118330001831
